"","id","host_id","host_response_time","host_response_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","latitude","longitude","is_location_exact","property_type","room_type","bathrooms","bedrooms","beds","bed_type","price","security_deposit","guests_included","extra_people","minimum_nights","availability_365","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","calculated_host_listings_count","reviews_per_month"
"23",10961737,55986312,"N/A",94.4716824447766,"f",1,"t","f",37.7855660075873,-122.488728551861,"f","House","Private room",1,1,1,"Real Bed","$300.00","",1,"$0.00",1,365,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"24",6938818,36381578,"within an hour",96,"f",3,"t","t",37.7806590204991,-122.505634779302,"t","House","Private room",1,1,2,"Futon","$107.00","",2,"$20.00",3,217,91,9,9,10,10,9,9,"f","strict",3,2
"25",14790532,74905944,"within a day",55,"f",1,"t","f",37.7706651814011,-122.4392288372,"f","House","Private room",1,1,1,"Real Bed","$155.00","",1,"$0.00",1,90,84,9,8,9,9,9,8,"f","strict",1,2.33
"26",91957,495796,"within a few hours",100,"f",1,"t","t",37.7619357724881,-122.449286142823,"t","Apartment","Entire home/apt",1.5,2,4,"Real Bed","$300.00","$300.00",4,"$20.00",3,331,94,9,9,10,10,10,9,"f","strict",1,1.09
"27",12042,21994,"within a few hours",100,"f",7,"t","t",37.7689426242454,-122.447782238861,"f","House","Private room",0,1,2,"Real Bed","$89.00","$200.00",1,"$12.00",32,365,64,6,6,10,9,9,8,"f","strict",7,0.11
"28",3809432,8141082,"N/A",94.4716824447766,"f",1,"t","f",37.7754805899109,-122.442520804139,"t","Apartment","Entire home/apt",1.5,1,3,"Real Bed","$432.00","",1,"$0.00",1,365,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"29",16039976,3812152,"within an hour",100,"f",3,"t","t",37.7718311609159,-122.439825635302,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$139.00","$200.00",1,"$0.00",7,25,100,10,10,10,10,10,10,"t","flexible",3,0.31
"30",14008861,83743232,"within an hour",100,"f",1,"t","f",37.7708873902678,-122.437706917563,"f","Apartment","Entire home/apt",1,2,2,"Real Bed","$205.00","$500.00",2,"$30.00",1,214,100,10,10,10,10,10,10,"t","moderate",1,1.23
"31",5849626,7221947,"within an hour",100,"t",1,"t","t",37.7745175838356,-122.444900791192,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$200.00","$400.00",1,"$0.00",3,28,99,10,10,10,10,10,10,"t","strict",1,3.89
"32",126046,625762,"within a day",92,"f",5,"t","t",37.7681347587221,-122.444935972703,"t","Apartment","Entire home/apt",1,3,3,"Real Bed","$221.00","$550.00",5,"$0.00",30,245,97,10,10,10,10,10,9,"f","strict",2,1.13
"33",1561827,2209484,"N/A",94.4716824447766,"f",1,"t","t",37.7736799990321,-122.439882755835,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$156.00","",1,"$0.00",5,68,100,10,10,10,10,10,10,"f","strict",1,0.12
"34",172943,825576,"within an hour",100,"f",4,"t","f",37.7602172735213,-122.449497568999,"t","House","Entire home/apt",1,2,2,"Real Bed","$279.00","$700.00",3,"$50.00",2,365,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",1,NA
"35",5117430,5850811,"N/A",94.4716824447766,"f",1,"t","t",37.7698827130939,-122.447776367658,"t","Apartment","Private room",2,1,1,"Real Bed","$164.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"36",10926639,196333,"within an hour",100,"f",1,"t","t",37.7736298362842,-122.446567524491,"t","Condominium","Private room",1,1,2,"Real Bed","$109.00","$300.00",2,"$30.00",2,34,95,10,9,10,10,10,9,"f","moderate",1,3.23
"37",8275971,25169174,"N/A",94.4716824447766,"f",1,"t","t",37.7758835962899,-122.438384387588,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$400.00","",1,"$0.00",3,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"38",13273159,2564937,"N/A",94.4716824447766,"f",1,"t","t",37.774211498287,-122.448906574192,"t","Condominium","Entire home/apt",2,3,3,"Real Bed","$600.00","$1,000.00",1,"$0.00",2,0,100,10,10,10,10,10,10,"f","flexible",1,0.13
"39",2738331,14011603,"within an hour",100,"f",1,"t","t",37.7691757424747,-122.450003673624,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$169.00","$500.00",1,"$0.00",3,304,91,9,9,10,10,9,9,"t","moderate",1,2.67
"40",14505925,2442220,"within an hour",100,"t",8,"t","t",37.7711742139573,-122.444350680844,"t","Apartment","Private room",1,1,1,"Real Bed","$125.00","",1,"$0.00",7,364,100,10,10,10,10,10,10,"f","strict",1,0.86
"41",10881291,43026751,"N/A",94.4716824447766,"f",1,"t","t",37.7653306633193,-122.443940608365,"t","Apartment","Entire home/apt",1,2,4,"Real Bed","$800.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"42",2066868,5637635,"N/A",94.4716824447766,"f",1,"t","t",37.7733949021754,-122.445953227339,"t","Condominium","Entire home/apt",1.5,2,2,"Real Bed","$250.00","$500.00",1,"$0.00",2,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"43",6374167,33217272,"within a few hours",100,"f",1,"t","f",37.7663720817983,-122.446701377548,"t","House","Private room",1,1,1,"Real Bed","$80.00","",1,"$0.00",7,124,98,10,10,10,10,10,10,"f","flexible",1,0.57
"44",72205,373635,"N/A",94.4716824447766,"f",1,"t","t",37.7607329499858,-122.447167348227,"t","House","Entire home/apt",1,2,3,"Real Bed","$500.00","$500.00",4,"$25.00",4,60,100,10,10,10,10,10,10,"f","moderate",1,0.01
"45",330535,625762,"within a day",92,"f",5,"t","t",37.7689228819834,-122.446147221353,"t","Apartment","Entire home/apt",1,3,3,"Real Bed","$177.00","$750.00",3,"$0.00",30,245,95,10,9,10,10,10,9,"f","strict",2,1.74
"46",1206184,4677165,"within an hour",100,"f",4,"t","t",37.7711258612696,-122.446164635125,"t","Apartment","Private room",1.5,1,1,"Real Bed","$89.00","$200.00",1,"$10.00",1,362,86,9,8,9,9,9,8,"t","strict",4,3.54
"47",16652963,110085420,"within an hour",94,"f",2,"t","t",37.7678075118844,-122.447370176513,"t","House","Private room",1.5,1,1,"Real Bed","$115.00","",1,"$30.00",1,353,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","moderate",2,NA
"48",14126085,10969885,"within a day",100,"t",2,"t","f",37.7665966103103,-122.451075926605,"f","Condominium","Entire home/apt",1,1,1,"Real Bed","$140.00","",1,"$0.00",2,260,97,10,10,10,10,10,10,"f","flexible",1,4.35
"49",6888361,7678637,"N/A",94.4716824447766,"f",1,"t","t",37.7666140426542,-122.451240594857,"t","Apartment","Entire home/apt",1.5,1,2,"Real Bed","$330.00","",1,"$0.00",2,365,100,10,10,10,10,10,10,"f","moderate",1,0.35
"50",4886010,2994563,"N/A",94.4716824447766,"f",1,"t","t",37.7701782076459,-122.450540470885,"t","Bed & Breakfast","Private room",1,1,1,"Real Bed","$145.00","",1,"$0.00",1,213,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"51",5204426,17130018,"N/A",94.4716824447766,"f",1,"t","t",37.7646533410654,-122.45256807506,"t","House","Entire home/apt",2.5,4,4,"Real Bed","$600.00","",5,"$100.00",3,0,95,10,10,10,10,10,10,"f","strict",1,0.2
"52",16338618,13526805,"within an hour",100,"f",1,"t","t",37.7695139604673,-122.453008734757,"t","Apartment","Private room",1,1,1,"Real Bed","$134.00","",1,"$0.00",2,70,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","strict",1,NA
"53",13901471,15691606,"within an hour",100,"f",1,"t","t",37.770301591887,-122.452339590892,"t","Apartment","Private room",1,1,1,"Real Bed","$250.00","$100.00",1,"$0.00",2,3,93,9,9,10,10,10,9,"t","strict",1,1.92
"54",3333870,16831526,"within an hour",100,"t",1,"t","t",37.7635082896889,-122.445844768443,"t","House","Private room",1,1,1,"Real Bed","$150.00","$200.00",2,"$25.00",2,358,100,10,10,10,10,10,10,"f","moderate",1,2.77
"55",10863455,1930402,"within a day",100,"f",1,"t","t",37.7705796030903,-122.445682306178,"t","House","Entire home/apt",2,2,2,"Real Bed","$350.00","$1,000.00",4,"$60.00",1,110,91,10,10,10,10,10,9,"f","flexible",1,0.9
"56",8142,21994,"within a few hours",100,"f",7,"t","t",37.7648721942176,-122.451827991465,"t","House","Private room",4,1,1,"Real Bed","$65.00","$200.00",1,"$12.00",32,357,93,8,9,9,9,9,9,"f","strict",7,0.2
"57",10801460,3812152,"within an hour",100,"f",3,"t","t",37.7716919609991,-122.439926148366,"t","Apartment","Entire home/apt",1,2,3,"Real Bed","$800.00","",1,"$0.00",2,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",3,NA
"58",16860163,8623325,"within a day",100,"f",2,"t","t",37.769942651047,-122.441163776188,"t","Apartment","Private room",1,1,1,"Real Bed","$65.00","",1,"$0.00",1,125,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",2,NA
"59",9681616,49932409,"within a few hours",100,"t",1,"t","t",37.7665542475235,-122.448966110328,"t","House","Entire home/apt",2,2,2,"Real Bed","$500.00","$500.00",1,"$100.00",3,356,100,10,10,10,10,10,9,"f","strict",1,0.8
"60",10363272,53336375,"N/A",94.4716824447766,"f",1,"t","t",37.7721807510355,-122.44896033852,"t","House","Entire home/apt",2.5,4,4,"Real Bed","$1,450.00","$1,000.00",8,"$40.00",4,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","moderate",1,NA
"61",12041,21994,"within a few hours",100,"f",7,"t","t",37.7701894606638,-122.445942183705,"f","Apartment","Private room",4,1,2,"Real Bed","$89.00","$200.00",1,"$12.00",32,365,75,8,8,9,10,9,7,"f","strict",7,0.08
"62",8908906,27653019,"N/A",94.4716824447766,"f",1,"t","f",37.7710556101694,-122.444393050483,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$320.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"63",671230,3401792,"within a day",67,"f",1,"t","f",37.7688102878368,-122.440458843489,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$250.00","",1,"$0.00",2,365,98,10,9,10,10,10,9,"f","flexible",1,0.17
"64",1945508,3800640,"within a few hours",100,"t",1,"t","t",37.7690726995108,-122.437549613849,"t","Apartment","Private room",1,1,1,"Real Bed","$150.00","",1,"$0.00",3,365,97,10,10,10,10,10,10,"f","flexible",1,0.92
"65",3138935,5391643,"within an hour",100,"f",1,"t","t",37.7742437916339,-122.451590281201,"t","Apartment","Entire home/apt",1,2,3,"Real Bed","$213.00","$250.00",1,"$0.00",2,340,84,9,8,9,9,9,8,"f","moderate",1,3.31
"66",1144148,4284256,"within a day",100,"f",1,"t","f",37.7744749915474,-122.448178012543,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$135.00","$350.00",1,"$0.00",3,21,95,10,10,10,10,10,9,"f","moderate",1,0.53
"67",4623011,23942099,"within an hour",100,"t",5,"t","t",37.7625069881381,-122.448030533317,"t","House","Private room",0,1,1,"Real Bed","$125.00","$200.00",1,"$10.00",2,356,96,10,10,10,10,10,10,"f","strict",5,0.81
"68",130775,21994,"within a few hours",100,"f",7,"t","t",37.7660859407629,-122.451261973187,"t","House","Private room",4,1,1,"Real Bed","$65.00","$200.00",1,"$12.00",32,365,90,8,8,10,10,10,8,"f","strict",7,0.14
"69",11927222,2199651,"N/A",94.4716824447766,"f",1,"t","t",37.7743624619631,-122.448273707604,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$125.00","$500.00",2,"$25.00",3,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","moderate",1,NA
"70",15974066,14357483,"N/A",94.4716824447766,"f",1,"t","f",37.7693249014203,-122.444200702625,"t","Apartment","Private room",0.5,1,1,"Real Bed","$74.00","",1,"$0.00",2,7,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"71",6749830,35340793,"N/A",94.4716824447766,"f",1,"t","t",37.7608438415225,-122.449405456424,"t","House","Entire home/apt",2,2,2,"Real Bed","$500.00","$1,000.00",4,"$25.00",3,0,97,9,10,10,9,10,9,"f","strict",1,0.34
"72",17330740,739859,"within an hour",100,"f",4,"t","t",37.7697662681825,-122.448240988693,"t","Apartment","Private room",1.5,1,1,"Real Bed","$100.00","$500.00",1,"$50.00",2,90,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","moderate",3,NA
"73",10058568,31021771,"N/A",94.4716824447766,"f",1,"t","t",37.7671926564221,-122.448237962386,"t","Apartment","Entire home/apt",2,2,3,"Real Bed","$215.00","$500.00",4,"$100.00",30,61,100,10,10,10,10,10,9,"f","strict",1,0.37
"74",130565,642739,"within a day",50,"f",1,"t","t",37.7657043702092,-122.448584975957,"t","Apartment","Entire home/apt",0,2,2,"Real Bed","$350.00","",4,"$25.00",5,365,100,10,10,10,10,10,10,"f","flexible",1,0.09
"75",8933606,370518,"within a few hours",100,"f",2,"t","t",37.7705240079611,-122.438086135738,"t","Apartment","Private room",1,1,1,"Real Bed","$89.00","",1,"$0.00",2,0,96,10,9,10,10,10,10,"f","moderate",2,1.68
"76",13466982,12612046,"within a few hours",100,"f",1,"t","t",37.7739111738273,-122.445402487363,"t","Condominium","Private room",1,1,2,"Real Bed","$157.00","$199.00",1,"$50.00",1,162,100,10,9,10,10,9,9,"f","moderate",1,0.58
"77",16416050,6891075,"within an hour",100,"t",2,"t","t",37.7759614565669,-122.442954543007,"t","Apartment","Entire home/apt",2,2,6,"Real Bed","$400.00","$5,000.00",6,"$20.00",1,146,100,10,10,10,10,10,10,"f","strict",2,3
"78",4046133,4266280,"N/A",94.4716824447766,"f",1,"t","t",37.7714178798243,-122.449659098029,"t","Apartment","Private room",1,1,1,"Real Bed","$115.00","",1,"$10.00",14,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","strict",1,NA
"79",8584491,2559337,"N/A",94.4716824447766,"f",1,"t","t",37.7690774219018,-122.436643361705,"t","Apartment","Private room",1,1,1,"Real Bed","$125.00","",1,"$0.00",3,364,100,10,10,10,10,10,10,"f","flexible",1,0.08
"80",10944402,730606,"N/A",94.4716824447766,"f",1,"t","f",37.7735228404506,-122.451626592093,"t","Apartment","Private room",1,1,1,"Real Bed","$195.00","",2,"$40.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"81",2965351,15130772,"within a few hours",100,"f",1,"t","t",37.7625021723876,-122.449360008438,"t","Apartment","Entire home/apt",1,2,3,"Real Bed","$220.00","$200.00",1,"$0.00",2,0,95,10,10,10,10,9,9,"f","moderate",1,0.67
"82",9633626,22784261,"N/A",94.4716824447766,"f",1,"t","f",37.7748836476267,-122.439988157254,"t","Apartment","Entire home/apt",1,3,3,"Real Bed","$350.00","",4,"$50.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"83",8781629,18069846,"within an hour",100,"t",1,"t","t",37.7680754140713,-122.445205582216,"f","Apartment","Entire home/apt",1,0,1,"Real Bed","$150.00","$200.00",1,"$50.00",2,0,100,10,10,10,10,10,10,"f","moderate",1,0.87
"84",14554419,8565424,"within an hour",100,"f",1,"t","t",37.7740465211165,-122.44768932586,"t","House","Private room",1,1,1,"Real Bed","$90.00","",1,"$0.00",2,254,100,10,10,10,10,10,10,"f","strict",1,0.46
"85",10043166,1821071,"within an hour",100,"f",2,"t","t",37.7648270881896,-122.451314058559,"t","Apartment","Entire home/apt",2,3,3,"Real Bed","$400.00","$600.00",4,"$25.00",2,33,97,9,9,10,9,10,9,"f","moderate",2,0.54
"86",6414298,33455389,"N/A",94.4716824447766,"f",1,"t","t",37.766345120478,-122.450402361698,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$90.00","$150.00",2,"$0.00",2,0,40,5,2,6,6,6,4,"f","strict",1,0.1
"87",3439823,2783159,"N/A",94.4716824447766,"f",1,"t","t",37.7712879146743,-122.437901612319,"t","Apartment","Private room",1,1,1,"Real Bed","$150.00","",1,"$0.00",3,87,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
"88",3701662,1096,"N/A",94.4716824447766,"f",1,"t","t",37.7738669171005,-122.44688952561,"t","Apartment","Entire home/apt",2,2,2,"Real Bed","$349.00","$300.00",6,"$0.00",4,0,84,9,8,9,9,9,8,"f","moderate",1,0.76
"89",149996,722990,"within an hour",100,"f",2,"t","t",37.76902675409,-122.446114886348,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$168.00","$600.00",2,"$10.00",30,230,90,9,9,9,9,9,9,"f","strict",2,1.4
"90",1555316,6296377,"within a day",67,"f",1,"t","t",37.7747255192692,-122.449773982742,"t","Apartment","Entire home/apt",1,1,2,"Real Bed","$225.00","$250.00",2,"$20.00",3,250,95,10,10,10,10,10,9,"f","moderate",1,0.16
"91",13942216,4694479,"within a few hours",100,"f",2,"t","t",37.7641841176755,-122.445437310824,"t","Apartment","Entire home/apt",1.5,2,2,"Real Bed","$275.00","",4,"$100.00",4,9,100,10,10,10,10,10,9,"f","moderate",2,0.64
"92",1309496,7118153,"N/A",94.4716824447766,"f",1,"t","t",37.7760061263106,-122.441163004716,"t","Apartment","Entire home/apt",2,3,3,"Real Bed","$260.00","$1,000.00",3,"$33.00",3,0,100,10,10,10,10,10,10,"f","strict",1,0.47
"93",791573,3057214,"within a few hours",92,"f",2,"t","t",37.7740659542681,-122.442816693946,"t","Apartment","Private room",1,1,1,"Real Bed","$80.00","",1,"$0.00",3,244,85,9,7,9,9,9,9,"f","moderate",1,1.75
"94",1768239,3685746,"within an hour",100,"t",2,"t","t",37.7635722415338,-122.445811712183,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$160.00","$350.00",2,"$25.00",30,333,99,10,10,10,10,10,10,"f","moderate",2,0.82
"95",7666482,12417372,"N/A",94.4716824447766,"f",1,"t","t",37.7736756566132,-122.445640874617,"t","Apartment","Entire home/apt",2,2,2,"Real Bed","$145.00","$1,000.00",4,"$50.00",31,0,67,9,7,7,7,9,7,"f","strict",1,0.21
"96",7502595,10487703,"N/A",94.4716824447766,"f",1,"t","t",37.7715919107439,-122.445665068677,"t","House","Private room",1,1,1,"Real Bed","$200.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"t","flexible",1,NA
"97",1332343,465520,"within a few hours",100,"t",2,"t","t",37.7696950782384,-122.436194153048,"t","House","Private room",1,1,1,"Real Bed","$132.00","",1,"$0.00",3,270,98,10,10,10,10,10,10,"f","strict",2,3.74
"98",16088162,4694479,"within a few hours",100,"f",2,"t","t",37.7638845634711,-122.446100163165,"t","Apartment","Private room",1,1,1,"Real Bed","$56.00","",1,"$0.00",3,9,95,10,10,10,10,10,10,"f","moderate",2,3.75
"99",13466139,28590671,"N/A",94.4716824447766,"f",1,"t","f",37.7719247056026,-122.452459926586,"t","Apartment","Entire home/apt",1,1,1,"Real Bed","$175.00","$150.00",2,"$100.00",3,0,100,10,10,10,10,10,10,"f","strict",1,0.37
"100",4258894,2578257,"N/A",94.4716824447766,"f",1,"t","t",37.769678080927,-122.448249260999,"t","Apartment","Entire home/apt",1,0,1,"Real Bed","$145.00","",1,"$0.00",1,0,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","moderate",1,NA
"101",2978994,8136192,"N/A",94.4716824447766,"f",1,"t","t",37.7661757358122,-122.442654479153,"t","Apartment","Private room",2,1,1,"Real Bed","$325.00","$500.00",1,"$0.00",3,0,100,10,10,10,10,10,10,"f","strict",1,0.03
"102",13745138,10077108,"N/A",94.4716824447766,"f",1,"t","t",37.7724915178987,-122.438501894943,"t","Apartment","Private room",1,1,1,"Real Bed","$95.00","",1,"$0.00",2,89,94.4613656783468,9.64644948205975,9.4765906362545,9.79497970840223,9.79786914765906,9.55720944218914,9.36637088283952,"f","flexible",1,NA
